Phenotype,Collapsing model,Phenotypic category,P value,No. samples,No. with QV,No. without QV,QV carrier median,QV non-carrier median,Effect size,Effect size standard error,Effect size LCI,Effect size UCI
25898#Volume of grey matter in VI Cerebellum (vermis),flexdmg,Chapter VI Diseases of the nervous system,0.0881178729298928,36929,380,36549,-0.017863222801794,0.00286967486821941,-0.084891281626017,0.0497763033023031,-0.182454241396893,0.0126716781448586
1072#2086#PMM2#O15305#OID30125#v1#CardiometabolicII,flexdmg,OLINK Proteomics,0.0296275735006368,44108,475,43633,0.0821400945901201,-0.00902161331847916,0.0996208864934715,0.0458005034664128,0.009851084797892,0.189390688189051
1072#2486#SLITRK2#Q9H156#OID21409#v1#Oncology,flexdmg,OLINK Proteomics,0.016530525807675,45621,498,45123,-0.012869844391598,0.0178407778340172,-0.105076605267195,0.0438353377240868,-0.190994568883373,-0.0191586416510166
25844#Volume of grey matter in Cuneal Cortex (left),flexdmg,Chapter VI Diseases of the nervous system,0.0562343987629532,36929,380,36549,-0.138892317201773,0.0127674542584634,-0.0937185697811995,0.0490859522624071,-0.189928422023697,0.0024912824612984
25639#Weighted-mean L3 in tract middle cerebellar peduncle,flexdmg,Chapter VI Diseases of the nervous system,0.0622782618902472,34970,356,34614,0.075055266042781,0.000618645647791209,0.0969731167256979,0.0520139047179477,-0.00497579222462727,0.198922025676023
20257#Inverted forced vital capacity (FVC) Z-score,flexdmg,Chapter X Diseases of the respiratory system,0.00315921422547127,335313,3639,331674,-0.0546741526068857,-0.000740124097436001,-0.0491593383602495,0.0166538666719073,-0.0818004350650605,-0.0165182416554384
NMR Free Cholesterol to Cholesteryl Esters in Very Large HDL ratio,flexdmg,NMR Metabolomics,0.037638222513974,100797,1129,99668,0.0938633628037707,-0.00088279739496527,0.0517679705316156,0.0249028037264771,0.00295877567234912,0.100577165390882
1072#2616#TAFA5#Q7Z5A7#OID21321#v1#Oncology,flexdmg,OLINK Proteomics,0.0731637004021186,45042,494,44548,-0.0478797127878933,0.0100697754318453,-0.0786031867311129,0.0438670559143465,-0.164583347856415,0.00737697439418887
1072#1071#FN1#P02751#OID30787#v1#InflammationII,flexdmg,OLINK Proteomics,0.0296190479039982,45680,498,45182,-0.0129373392207727,0.000145631993136192,-0.0964269137889615,0.0443298111532985,-0.183314050261557,-0.00953977731636567
1072#692#CRYGD#P07320#OID31144#v1#NeurologyII,flexdmg,OLINK Proteomics,0.0842634768997229,45493,498,44995,0.0647459202288875,0.0104078678519914,0.0769452226116218,0.0445670551697387,-0.0104069254369669,0.16429737066021
1072#862#DTNB#O60941#OID31395#v1#OncologyII,flexdmg,OLINK Proteomics,0.069797972471086,45350,496,44854,0.0853290474389272,-0.00112474581722974,0.0763470672864321,0.0421048095136772,-0.00617904643169383,0.158873181004558
1072#2707#TMPRSS11D#O60235#OID31103#v1#NeurologyII,flexdmg,OLINK Proteomics,0.0140859727565678,45424,498,44926,-0.128232946562254,-0.01179238780055,-0.108073153570028,0.0440188103530591,-0.194350736411685,-0.0217955707283716
1072#1469#ITM2A#O43736#OID20504#v1#Inflammation,flexdmg,OLINK Proteomics,0.0913761869869225,45190,493,44697,0.108801828780211,0.00122697823267883,0.0761009414789484,0.0450776598750224,-0.0122520158150323,0.164453898772929
23121#Arm fat-free mass (right),flexdmg,Chapter XXI Factors influencing health status and contact with health services,0.000339996109273677,411905,4483,407422,0.0470446731235943,0.0144173569487813,0.0329630072615982,0.00920039954146292,0.014930502528719,0.0509955119944774
1072#1511#KLHL41#O60662#OID30986#v1#NeurologyII,flexdmg,OLINK Proteomics,0.00390529635357533,45520,498,45022,0.144860031073706,0.00263039542999677,0.126115135680157,0.0437010633242675,0.0404603469904083,0.211769924369907
1072#710#CST3#P01034#OID20400#v1#Cardiometabolic,flexdmg,OLINK Proteomics,0.0903166078737644,45357,495,44862,-0.00916978675653242,0.0132780553059604,-0.0701981084292443,0.0414449837980273,-0.151430952642693,0.0110347357842048
1072#1674#MAPKAPK2#P49137#OID31293#v1#OncologyII,flexdmg,OLINK Proteomics,0.0650690179663475,44858,487,44371,0.0889489114076921,0.0118642860610077,0.0829473361610668,0.0449620746388806,-0.00517908964713194,0.171073761969266
1072#86#AK2#P54819#OID31142#v1#NeurologyII,flexdmg,OLINK Proteomics,0.0797509419532662,45493,498,44995,0.0903433348440965,-0.00377797243577568,0.0783617200758885,0.0447226134934937,-0.00929532480007825,0.166018764951855
1072#2283#RHOC#P08134#OID20950#v1#Neurology,flexdmg,OLINK Proteomics,0.0711434386599898,44644,491,44153,0.0244957895380434,-0.00124205610034467,0.081228644111675,0.0450118985596334,-0.00699544884358759,0.169452737066937
1072#485#CDH15#P55291#OID21005#v1#Neurology,flexdmg,OLINK Proteomics,0.0278251659938944,45572,496,45076,0.114546894742205,0.0151150516888617,0.0838415321469754,0.0381130262091452,0.00913938856491189,0.158543675729039
25539#Weighted-mean MD in tract superior thalamic radiation (right),flexdmg,Chapter VI Diseases of the nervous system,0.0722242565417269,34970,356,34614,0.0428543283413172,0.0017322085695848,0.087579357169507,0.048715922393109,-0.00790540144298071,0.183064115781995
1072#194#ASPSCR1#Q9BZE9#OID31055#v1#NeurologyII,flexdmg,OLINK Proteomics,0.0303395161520731,45520,498,45022,0.0262582329831825,-0.0116665420357843,0.0957270912352926,0.0442015136716835,0.00909141179605391,0.182362770674531
1072#2696#TLR4#O00206#OID30428#v1#InflammationII,flexdmg,OLINK Proteomics,0.0122515576710869,44339,479,43860,0.102056047093436,-0.00187553798862002,0.115198997229628,0.04598913947442,0.0250594785001425,0.205338515959114
1072#896#EFNA1#P20827#OID21125#v1#Neurology,flexdmg,OLINK Proteomics,0.0229577454017723,45185,493,44692,-0.0477258157814201,0.033111858639154,-0.0995481290919895,0.0437725275868701,-0.185343005816447,-0.0137532523675318
25391#Mean ICVF in tapetum on FA skeleton (left),flexdmg,Chapter VI Diseases of the nervous system,0.0528807135108635,34970,356,34614,-0.185980276580042,-0.0120638819800727,-0.097622046341111,0.0504256660714108,-0.196457956987517,0.00121386430529515
1072#2914#ZFYVE19#Q96K21#OID31452#v1#OncologyII,flexdmg,OLINK Proteomics,0.0267470529533191,45423,493,44930,0.110626130242426,0.00300162051136927,0.0996209342246378,0.0449702787279311,0.0114784578714614,0.187763410577814
1072#1661#MANEAL#Q5VSG8#OID31244#v1#OncologyII,flexdmg,OLINK Proteomics,0.075908864383229,44039,483,43556,0.101443057426679,0.00412729094499946,0.0811901349331742,0.0457415560482195,-0.00846413263197689,0.170844402498325
25375#Mean ICVF in sagittal stratum on FA skeleton (left),flexdmg,Chapter VI Diseases of the nervous system,0.0649130561943931,34970,356,34614,-0.10374708764337,-0.00129915614294629,-0.0941618215008511,0.0510109310259333,-0.194144870088236,0.00582122708653417
25830#Volume of grey matter in Frontal Medial Cortex (left),flexdmg,Chapter VI Diseases of the nervous system,0.0231414195493242,36929,380,36549,-0.087666593853606,0.00761348622251297,-0.110246318179263,0.0485412876906801,-0.205388612484056,-0.0151040238744711
1072#16#ACOT13#Q9NPJ3#OID31522#v1#OncologyII,flexdmg,OLINK Proteomics,0.0867687063071689,45423,493,44930,0.0476290003459906,-0.00361170840985604,0.0770487606014759,0.0449858859322536,-0.0111243061255396,0.165221827328491
23107#Impedance of leg (right),flexdmg,Chapter XXI Factors influencing health status and contact with health services,0.00029067368267336,412009,4486,407523,-0.0579606673895423,-0.00998331423112885,-0.0486837429367681,0.0134355429211302,-0.0750170005352583,-0.022350485338278
1072#2449#SIGLEC5#O15389#OID21082#v1#Neurology,flexdmg,OLINK Proteomics,0.0289319356744238,45260,493,44767,-0.00744813648868205,0.0311938413339086,-0.0973572530529211,0.0445676532858478,-0.184710585393523,-0.0100039207123191
1072#2663#TGFBR1#P36897#OID30502#v1#InflammationII,flexdmg,OLINK Proteomics,0.0174365364643247,44339,479,43860,0.155493661596002,0.0126289507442456,0.108803440019582,0.0457645665624314,0.019104088130304,0.198502791908859
1072#2758#TPD52L2#O43399#OID30609#v1#InflammationII,flexdmg,OLINK Proteomics,0.0377403348350768,44654,481,44173,0.0622215190473445,-0.000421989510932776,0.09473467784205,0.0455953732605114,0.00536696501182121,0.184102390672279
1072#1215#GRAP2#O75791#OID20192#v1#Cardiometabolic,flexdmg,OLINK Proteomics,0.0692946645587737,45276,493,44783,0.0717877843207655,-0.00269555466982229,0.0815753436097273,0.0449070665521429,-0.0064432434741987,0.169593930693653
25348#Mean ICVF in splenium of corpus callosum on FA skeleton,flexdmg,Chapter VI Diseases of the nervous system,0.00197947606492333,34970,356,34614,-0.210525422353775,-0.00668142228097264,-0.158985368699331,0.0513928940470536,-0.259717076966734,-0.058253660431929
1072#798#DEFB116#Q30KQ4#OID30823#v1#NeurologyII,flexdmg,OLINK Proteomics,0.0993224453099949,44185,485,43700,0.0684462761866473,0.00218355390898804,0.0750923479727229,0.0455607139470555,-0.0142074577243233,0.164392153669769
1072#2072#PLEKHO1#Q53GL0#OID31088#v1#NeurologyII,flexdmg,OLINK Proteomics,0.070623999921451,45493,498,44995,0.0696683402210808,-0.00628852254195523,0.0796757583471177,0.0440701566475001,-0.00670246057121104,0.166053977265446
1072#2219#RAB10#P61026#OID30357#v1#CardiometabolicII,flexdmg,OLINK Proteomics,0.0764670660964088,45616,498,45118,0.0369549255177183,-0.00664796780633063,0.0792701142375763,0.0447448379746469,-0.00843048468342625,0.166970713158579
1072#2279#RGMA#Q96B86#OID21065#v1#Neurology,flexdmg,OLINK Proteomics,0.0748357514993901,45644,497,45147,0.129460357792669,-0.00945238238427823,0.0792308672199784,0.0444739843330618,-0.00793885280631189,0.166400587246269
1072#2010#PDIA3#P30101#OID30573#v1#InflammationII,flexdmg,OLINK Proteomics,0.020523322525154,44654,481,44173,0.0545629982948891,0.0073228243886694,0.105498507736444,0.0455378143525682,0.0162436113520094,0.19475340412088
1072#867#DUSP13#Q6B8I1#OID31394#v1#OncologyII,flexdmg,OLINK Proteomics,0.0744028008291213,45424,497,44927,0.0950019596247927,0.00795791078512331,0.0789105683891604,0.044228178978315,-0.00777738035664226,0.165598517134963
25212#Mean L1 in superior cerebellar peduncle on FA skeleton (right),flexdmg,Chapter VI Diseases of the nervous system,0.0443257985907258,34972,356,34616,-0.0958775169864345,0.00989800278440581,-0.105892468796443,0.0526548087996607,-0.209097569943806,-0.00268736764908059
1072#2903#YARS1#P54577#OID31494#v1#OncologyII,flexdmg,OLINK Proteomics,0.0489389923149534,45423,493,44930,0.0988234917207585,-0.00327005903563289,0.0881326803748332,0.0447561289343677,0.000409941093543781,0.175855419656123
25251#Mean L2 in body of corpus callosum on FA skeleton,flexdmg,Chapter VI Diseases of the nervous system,0.0300073811154917,34972,356,34616,0.111177657428622,0.00494894078558171,0.109492875875459,0.050455651322734,0.0105981933777724,0.208387558373145
1072#1293#HS1BP3#Q53T59#OID30243#v1#CardiometabolicII,flexdmg,OLINK Proteomics,0.0511906526635094,44457,484,43973,0.0402968721955479,-0.00374048460540318,0.0882848193749162,0.0452758740977325,-0.000456680290093478,0.177026319039926
22403#Anterior thigh fat-free muscle volume (right),flexdmg,Chapter XXI Factors influencing health status and contact with health services,0.00520278184137926,21551,230,21321,0.00889085686322233,-0.00146486067148277,0.110900740703728,0.0396855241181457,0.0331141732055682,0.188687308201887
1072#604#CLSTN1#O94985#OID20874#v1#Neurology,flexdmg,OLINK Proteomics,0.077857158396423,44217,484,43733,0.0958815326973206,0.00175586226120683,0.0801216336383238,0.0454385109916943,-0.00893865033625263,0.1691819176129
1072#2565#SSH3#Q8TE77#OID31216#v1#OncologyII,flexdmg,OLINK Proteomics,0.0429768960456513,44039,483,43556,0.18665476856607,0.0181962655646017,0.0918672836765776,0.0453891302872144,0.00290377690322573,0.180830790449929
25298#Mean L3 in genu of corpus callosum on FA skeleton,flexdmg,Chapter VI Diseases of the nervous system,0.000946313170727688,34972,356,34616,0.196791026458362,0.0101454612406874,0.158961574537967,0.04807835840954,0.064726461814745,0.253196687261189
23642#NMR Free Cholesterol to Total Lipids in Medium HDL percentage,flexdmg,NMR Metabolomics,0.0873911979980793,99853,1114,98739,-0.0589499881095226,0.000753078634792033,-0.0429280772661039,0.0251138356300002,-0.0921508977681424,0.00629474323593467
1072#2174#PSMD5#Q16401#OID30918#v1#NeurologyII,flexdmg,OLINK Proteomics,0.0953957963421035,44410,470,43940,0.05934964507622,0.00970914618498451,0.0769912785074655,0.046168018365564,-0.0134988420284929,0.167481399043424
30700#Creatinine,flexdmg,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.000138487031706923,400078,4355,395723,0.0790301027335943,0.00458305454335329,0.0463306273400433,0.0121574237253346,0.0225024426049503,0.0701588120751363
23432#NMR Average Diameter for LDL Particles,flexdmg,NMR Metabolomics,0.0958625562925488,100838,1130,99708,-0.0665675995118879,0.000795437469195274,-0.0474473104387535,0.0284923051567916,-0.103291884554156,0.00839726367664876
1072#1219#GRK5#P34947#OID20066#v1#Cardiometabolic,flexdmg,OLINK Proteomics,0.0407119960557481,44454,491,43963,0.0899443767918204,-0.00119764360566503,0.0923279667298604,0.0451148165346507,0.00390214252342017,0.180753790936301
1072#800#DEFB4A_DEFB4B#O15263#OID21373#v1#Oncology,flexdmg,OLINK Proteomics,0.0117506868055312,44623,488,44135,-0.094930684040375,0.00760673156629142,-0.108260854069485,0.04296665761608,-0.192476240782924,-0.0240454673560469
25787#Volume of grey matter in Superior Frontal Gyrus (right),flexdmg,Chapter VI Diseases of the nervous system,0.0108812711597992,36929,380,36549,-0.0929595213650063,0.0052708485619174,-0.124417519825729,0.048855984119425,-0.220176628015458,-0.0286584116360002
1072#64#AFAP1#Q8N556#OID30569#v1#InflammationII,flexdmg,OLINK Proteomics,0.0250101723675673,44654,481,44173,0.128388424978354,0.0443234057539663,0.102112534900903,0.0455590816620257,0.012815954225533,0.191409115576273
1072#1564#LCP1#P13796#OID30367#v1#CardiometabolicII,flexdmg,OLINK Proteomics,0.0553250946044846,45606,499,45107,-0.0574277746703896,-0.0143920957205308,-0.0852552166205993,0.0444880203844221,-0.172452449460143,0.00194201621894417
1072#2044#PHYKPL#Q8IUZ5#OID30634#v1#InflammationII,flexdmg,OLINK Proteomics,0.0334142549891946,44654,481,44173,0.117708445009863,-0.0185189505692509,0.0960816529716113,0.0451694928733431,0.00754867299734625,0.184614632945876
25656#Weighted-mean ICVF in tract parahippocampal part of cingulum (left),flexdmg,Chapter VI Diseases of the nervous system,0.0693748087933207,34969,356,34613,-0.0867839491143723,0.00395943995711989,-0.0950336609210132,0.0523305364152568,-0.197603178178611,0.00753585633658459
1072#590#CLEC4G#Q6UXB4#OID20590#v1#Inflammation,flexdmg,OLINK Proteomics,0.0399384339720697,45190,493,44697,-0.0801829562675821,0.00952149256248641,-0.091537813317391,0.0445559931750068,-0.178868295270017,-0.00420733136476469
1072#313#C2orf69#Q8N8R5#OID30883#v1#NeurologyII,flexdmg,OLINK Proteomics,0.054742858923731,44410,470,43940,-0.0094470670122151,0.000623971354389597,0.0885695098374953,0.0461068446006679,-0.00180070905323212,0.178939728728223
1072#2408#SERPINB8#P50452#OID20630#v1#Inflammation,flexdmg,OLINK Proteomics,0.0339585232912726,45752,496,45256,-0.0600603878776669,0.00591518527323119,-0.0940066456577405,0.0443296348197063,-0.180893432887596,-0.00711985842788546
1072#21#ACRBP#Q8NEB7#OID31385#v1#OncologyII,flexdmg,OLINK Proteomics,0.0549261305149272,45424,497,44927,0.128827989531135,0.00861701724515038,0.085923548219061,0.044763281007148,-0.00181320918947213,0.173660305627594
1072#734#CTSZ#Q9UBR2#OID20365#v1#Cardiometabolic,flexdmg,OLINK Proteomics,0.0957560774431324,45291,494,44797,-0.0535387794752738,0.013837927805777,-0.0733240574892524,0.0440167801051581,-0.159597667768596,0.0129495527900914
1072#2011#PDIA4#P13667#OID30375#v1#CardiometabolicII,flexdmg,OLINK Proteomics,0.0547511334955115,45606,499,45107,0.0584748672274356,0.00104533592063864,0.0858271752946059,0.0446808181911457,-0.00174794433555134,0.173402294924763
1072#2905#YJU2#Q9BW85#OID31404#v1#OncologyII,flexdmg,OLINK Proteomics,0.0146832619608509,45424,497,44927,0.0885793948381874,-0.000097642046687303,0.109431759659271,0.0448455561568449,0.021533741621774,0.197329777696768
23109#Impedance of arm (right),flexdmg,Chapter XXI Factors influencing health status and contact with health services,1.10252480861258e-8,411977,4486,407491,-0.0659452012939855,-0.0149802583424796,-0.0597484576316327,0.0104560114086318,-0.0802419236236956,-0.0392549916395698
25457#Mean ISOVF in anterior limb of internal capsule on FA skeleton (left),flexdmg,Chapter VI Diseases of the nervous system,0.0599450829051928,34970,356,34614,0.127289062641745,0.00352628727552076,0.0972935241176254,0.0517172579235112,-0.00407394767276334,0.198660995908014
25674#Weighted-mean ICVF in tract superior thalamic radiation (right),flexdmg,Chapter VI Diseases of the nervous system,0.0789791059297618,34969,356,34613,-0.106519131356794,-0.00340264138847064,-0.0887905253077528,0.0505441674941831,-0.187858702613003,0.0102776519974975
25185#Mean MO in external capsule on FA skeleton (left),flexdmg,Chapter VI Diseases of the nervous system,0.0226630012462659,34972,356,34616,-0.0947588210739172,0.000680476632824861,-0.115671166485019,0.0507514585594382,-0.215145640581614,-0.0161966923884239
1072#921#ELOB#Q15370#OID30127#v1#CardiometabolicII,flexdmg,OLINK Proteomics,0.0549061450209435,44108,475,43633,0.0969505042841852,-0.00474949358918178,0.0877676093316448,0.0457201741160686,-0.00184474540800718,0.177379964071297
1072#1291#HRC#P23327#OID30211#v1#CardiometabolicII,flexdmg,OLINK Proteomics,2.00961438848966e-11,44457,484,43973,0.313447697321783,0.0073313984067166,0.303440661888323,0.0452419976065383,0.214765560734483,0.392115763042164
